Fall,2016,MCGUIER, N.  (co-taught),BSC,03115,PHAGE GENOMICS RSRCH,1,Lect,16,22,73%,5.00,4.88,4.81,4.75,4.94,4.69,4.94,4.94,4.88,5.00
Fall,2016,JARVIK, J.  (co-taught),BSC,03115,PHAGE GENOMICS RSRCH,1,Lect,16,22,73%,5.00,4.94,4.81,4.63,4.94,5.00,4.75,5.00,4.63,5.00
Fall,2016,JOHN WOOLFORD,BSC,03742,MOLECULAR BIOLOGY,1,Lect,5,8,62%,14.20,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2016,ALISON BARTH,BSC,03747,PPSL PREP PEER REV,A2,Lect,5,7,71%,5.00,5.00,4.80,4.40,4.60,4.80,4.80,4.80,5.00,4.60
Fall,2016,ETTENSOHN, C.  (co-taught),BSC,03751,ADV DEV BIO HUM HLTH,A,Lect,4,6,67%,9.50,5.00,4.75,5.00,5.00,5.00,5.00,4.75,4.75,4.75
Fall,2016,MCCARTNEY, B.  (co-taught),BSC,03751,ADV DEV BIO HUM HLTH,A,Lect,4,6,67%,9.50,5.00,4.75,4.75,4.75,5.00,5.00,5.00,5.00,5.00
Fall,2016,AARON MITCHELL,BSC,03756,GRAD INDEP STUDY,A2,Lect,9,9,100%,5.67,4.78,4.78,4.78,4.33,4.78,4.78,4.89,4.78,4.78
Fall,2016,GITTIS, A.  (co-taught),BSC,03762,ADV CELLULAR NEUROSC,A,Lect,16,30,53%,4.06,4.25,4.13,4.06,3.94,4.31,3.69,4.38,3.75,3.80
Fall,2016,CHEETHAM, C.  (co-taught),BSC,03762,ADV CELLULAR NEUROSC,A,Lect,16,30,53%,5.60,4.63,4.81,4.56,4.38,4.38,4.25,5.00,4.50,4.44
Fall,2016,LEONARD VUOCOLO,CMY,09103,ATOMS MOL CHEM CHNG,1,Lect,9,17,53%,8.78,3.56,3.67,3.67,2.89,3.67,3.33,4.00,3.00,3.00
Fall,2016,LEONARD VUOCOLO,CMY,09105,INTRO MOD CHEMSTRY I,1,Lect,111,171,65%,10.57,3.81,3.93,4.03,3.43,3.70,3.67,3.81,3.48,3.41
Fall,2016,LEONARD VUOCOLO,CMY,09105,INTRO MOD CHEMSTRY I,2,Lect,73,129,57%,10.41,3.92,4.23,4.21,3.37,3.78,3.75,3.99,3.63,3.52
Fall,2016,RAVICHANDRA BACHU,CMY,09105,INTRO MOD CHEMSTRY I,W,Lect,16,22,73%,10.56,4.87,4.87,4.73,4.67,4.67,4.93,4.87,4.87,4.60
Fall,2016,GARY PATTERSON,CMY,09106,MODERN CHEMISTRY II,1,Lect,55,82,67%,6.81,4.33,3.45,3.51,3.69,4.04,3.33,3.53,3.36,3.53
Fall,2016,NEWELL WASHBURN,CMY,09107,HONORS CHEMISTRY,1,Lect,28,49,57%,9.04,4.32,4.21,4.21,4.14,4.50,4.39,4.82,4.25,4.29
Fall,2016,GLORIA SILVA,CMY,09108,ILLUSION MAGIC FOOD,A1,Lect,11,19,58%,4.73,4.18,3.82,3.82,4.18,4.00,3.64,4.18,3.82,3.55
Fall,2016,SUBHA DAS,CMY,09109,KTCHEN CHEMTRY SESSN,A1,Lect,9,13,69%,4.67,4.56,4.67,4.56,4.22,4.67,4.67,4.56,4.44,4.44
Fall,2016,GLORIA SILVA,CMY,09122,MLCR TLS BLG CMY STD,1,Lect,8,11,73%,7.63,4.13,3.13,3.75,3.63,4.00,4.00,4.63,3.63,3.75
Fall,2016,GIZELLE SHERWOOD,CMY,09207,TECH QUANT ANAL,1,Lect,44,65,68%,12.57,4.05,3.50,3.73,3.55,3.73,3.61,3.66,3.64,3.45
Fall,2016,RAVICHANDRA BACHU,CMY,09207,TECH QUANT ANAL,W,Lect,13,16,81%,15.38,4.17,4.08,3.92,3.46,4.00,4.31,4.38,3.92,3.69
Fall,2016,SUBHA DAS,CMY,09209,KITCHEN CHMSTY SESSN,A1,Lect,5,8,62%,5.60,4.40,4.20,4.00,3.40,4.40,3.60,4.80,4.20,4.40
Fall,2016,GIZELLE SHERWOOD,CMY,09214,PHYSICAL CHEMISTRY,A,Lect,5,7,71%,9.20,4.40,4.00,4.00,4.60,4.40,4.40,4.60,4.40,4.40
Fall,2016,GLORIA SILVA,CMY,09217,ORGANIC CHEMISTRY I,1,Lect,78,153,51%,9.29,4.32,4.55,4.52,4.03,4.33,4.33,4.58,4.29,4.28
Fall,2016,STEFANIE SYDLIK,CMY,09219,MODERN ORGANIC CHEM,1,Lect,10,20,50%,11.00,5.00,4.90,4.80,4.90,4.70,4.70,5.00,4.50,4.70
Fall,2016,KAREN STUMP,CMY,09221,LAB I: INTR CHMY ANL,1,Lect,9,24,38%,12.00,4.22,4.13,4.56,4.22,4.44,4.78,4.11,4.44,4.22
Fall,2016,KURNIKOVA, M.  (co-taught),CMY,09231,MATHMTCL METHD CHEM,1,Lect,11,23,48%,7.40,4.00,3.18,3.18,3.00,3.09,2.82,4.18,2.64,3.64
Fall,2016,YARON, D.  (co-taught),CMY,09231,MATHMTCL METHD CHEM,1,Lect,11,23,48%,7.45,4.64,4.55,4.64,4.45,4.36,4.36,4.82,4.55,4.27
Fall,2016,SUSAN GRAUL,CMY,09321,LAB III: MOL DSN SYN,1,Lect,9,18,50%,12.67,4.56,4.89,4.78,4.33,4.44,4.78,4.78,4.56,4.67
Fall,2016,MARCEL BRUCHEZ,CMY,09323,BIOORG CHEMSTRY LAB,1,Lect,7,13,54%,14.00,4.29,4.00,4.00,4.00,4.57,4.29,4.71,4.14,3.86
Fall,2016,MICHAEL HENDRICH,CMY,09344,PHYSICAL CHEM QUANTM,1,Lect,10,22,45%,9.80,4.60,4.00,3.90,3.00,4.20,4.20,4.40,4.00,3.70
Fall,2016,Hyung Kim,CMY,09347,ADV PHYS CHEMISTRY,A,Lect,25,75,33%,10.40,3.68,3.40,3.16,3.08,3.60,3.16,4.08,3.28,3.04
Fall,2016,DANITH LY,CMY,09518,BIOORGANIC CHEMISTRY,A,Lect,3,3,100%,6.00,5.00,4.00,4.33,3.33,5.00,4.33,5.00,4.33,4.00
Fall,2016,GARY PATTERSON,CMY,09531,POLYMER SCIENCE,A,Lect,3,5,60%,5.00,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67
Fall,2016,ECKARD MUNCK,CMY,09603,MATH ANALYS CHEMSTRY,A1,Lect,7,9,78%,6.00,3.86,4.00,4.00,3.57,4.29,3.86,5.00,3.71,3.57
Fall,2016,GARY PATTERSON,CMY,09604,INTRO CHEM KINETICS,A1,Lect,1,2,50%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2016,GARY PATTERSON,CMY,09611,CHEMICAL THERMODYNMC,A2,Lect,5,7,71%,5.60,4.60,4.20,4.60,4.80,4.80,4.60,5.00,4.20,4.20
Fall,2016,ECKARD MUNCK,CMY,09701,QUANTUM CHEMISTRY I,A,Lect,3,4,75%,11.00,5.00,5.00,4.67,4.67,5.00,5.00,5.00,5.00,5.00
Fall,2016,BRUCE ARMITAGE,CMY,09705,CHEMOSNSRS BIOSNSRS,A,Lect,5,10,50%,9.80,5.00,4.60,4.60,4.80,4.80,4.80,5.00,4.80,4.60
Fall,2016,SUSAN GRAUL,CMY,09711,PHYSCL ORGANIC CHEM,A,Lect,4,6,67%,11.00,4.75,5.00,5.00,4.75,4.75,4.75,5.00,4.75,4.75
Fall,2016,CATALINA ACHIM,CMY,09712,COM SCI RES,A1,Lect,4,5,80%,8.75,5.00,4.50,4.75,5.00,4.50,4.75,5.00,4.75,4.50
Fall,2016,TOMASZ KOWALEWSKI,CMY,09715,PHY CHEM MACROMOLEC,A,Lect,2,3,67%,8.00,4.50,4.50,5.00,3.00,5.00,4.50,5.00,4.50,4.00
Fall,2016,DANITH LY,CMY,09718,BIOORGANIC CHEMISTRY,A,Lect,5,10,50%,7.40,4.80,4.80,4.80,4.80,5.00,5.00,5.00,4.80,4.80
Fall,2016,YISONG GUO,CMY,09720,PHYSCL INORGNC CHEM,A,Lect,2,3,67%,14.00,4.50,4.00,4.50,4.50,4.50,4.50,5.00,4.00,4.50
Fall,2016,STEFAN BERNHARD,CMY,09733,CHEMISTRY & LIGHT,A,Lect,4,7,57%,6.50,4.75,4.25,4.50,3.75,5.00,4.75,4.75,4.50,4.75
Fall,2016,KEVIN NOONAN,CMY,09736,TRANS MET CAT ORG,A,Lect,3,6,50%,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2016,CATALINA ACHIM,CMY,09811,SP TPC IN ORGANC CMY,A2,Lect,3,4,75%,6.00,4.67,4.00,4.00,4.33,4.33,4.00,4.67,4.00,4.33
Fall,2016,HOVIS, K.  (co-taught),MCS,38101,EUREKA DISC & IMPACT,1,Lect,137,226,61%,3.56,4.12,4.13,4.07,3.57,3.75,3.85,4.38,3.88,3.31
Fall,2016,BRAUN, M.  (co-taught),MCS,38101,EUREKA DISC & IMPACT,1,Lect,137,226,61%,3.60,4.21,4.15,4.11,3.71,3.82,3.87,4.38,3.95,3.42
Fall,2016,EMILY WEISS,MCS,38101,EUREKA DISC & IMPACT,A,Lect,15,18,83%,3.29,4.93,4.87,5.00,4.93,4.73,4.93,4.93,4.93,4.60
Fall,2016,RYAN WEISS,MCS,38101,EUREKA DISC & IMPACT,B,Lect,18,18,100%,3.33,4.06,4.17,4.17,4.22,4.28,4.22,4.50,4.17,4.00
Fall,2016,ANTONIO-JAVIER LOPEZ,MCS,38101,EUREKA DISC & IMPACT,C,Lect,8,18,44%,2.75,3.88,3.25,3.50,3.50,3.00,3.25,4.75,3.50,2.63
Fall,2016,SUSAN GRAUL,MCS,38101,EUREKA DISC & IMPACT,D,Lect,9,16,56%,5.11,4.67,4.22,4.00,4.11,3.89,4.11,4.78,4.22,3.00
Fall,2016,STUMP, K.  (co-taught),MCS,38101,EUREKA DISC & IMPACT,E,Lect,7,18,39%,3.29,4.86,4.43,4.43,4.29,4.29,4.29,4.86,4.43,3.86
Fall,2016,SHERWOOD, G.  (co-taught),MCS,38101,EUREKA DISC & IMPACT,E,Lect,7,18,39%,3.29,4.67,4.67,4.67,4.33,4.33,4.50,4.83,4.67,4.14
Fall,2016,LEONARD VUOCOLO,MCS,38101,EUREKA DISC & IMPACT,F,Lect,9,18,50%,5.44,4.22,4.00,4.00,3.78,3.89,4.00,4.56,4.11,3.67
Fall,2016,AMY BURKERT,MCS,38101,EUREKA DISC & IMPACT,G,Lect,12,17,71%,2.82,4.92,4.50,4.58,4.50,4.33,4.42,5.00,4.92,3.50
Fall,2016,MARY BRAUN,MCS,38101,EUREKA DISC & IMPACT,H,Lect,13,17,76%,3.15,4.46,4.46,4.62,4.31,4.25,4.46,4.69,4.54,3.92
Fall,2016,GEORGE KLEIN,MCS,38101,EUREKA DISC & IMPACT,I,Lect,9,18,50%,4.00,4.44,3.78,3.89,3.78,4.11,4.00,4.56,4.33,3.00
Fall,2016,WILLIAM ALBA,MCS,38101,EUREKA DISC & IMPACT,J,Lect,8,18,44%,4.63,4.88,4.75,4.75,4.75,4.38,4.63,4.88,4.88,4.00
Fall,2016,BECKI CAMPANARO,MCS,38101,EUREKA DISC & IMPACT,K,Lect,16,17,94%,2.56,4.56,4.25,4.19,4.19,4.38,4.19,4.56,4.38,3.56
Fall,2016,KUNAL GHOSH,MCS,38101,EUREKA DISC & IMPACT,L,Lect,11,19,58%,3.91,4.82,4.45,4.73,4.55,4.55,4.64,4.82,4.73,4.27
Fall,2016,RYAN WEISS,MCS,38101,EUREKA DISC & IMPACT,M,Lect,12,14,86%,3.50,4.83,4.92,4.83,4.92,4.75,4.50,4.92,4.83,4.42
Fall,2016,RULE, G.  (co-taught),MCS,38101,EUREKA DISC & IMPACT,W,Lect,12,18,67%,4.00,4.42,4.50,4.42,4.00,4.58,4.50,4.75,4.64,3.82
Fall,2016,HOVIS, K.  (co-taught),MCS,38101,EUREKA DISC & IMPACT,W,Lect,12,18,67%,4.40,4.27,4.27,4.18,4.09,4.27,4.36,4.45,4.45,3.64
Fall,2016,DEBORAH BRANDON,MSC,21111,CALCULUS I,1,Lect,28,47,60%,6.89,4.71,4.43,4.32,4.21,4.25,4.07,4.93,4.18,4.25
Fall,2016,MARION OLIVER,MSC,21111,CALCULUS I,W,Lect,27,38,71%,10.33,4.26,4.07,3.89,4.11,3.93,3.96,4.56,3.52,3.81
Fall,2016,MARION OLIVER,MSC,21111,CALCULUS I,X,Lect,27,38,71%,13.85,4.00,3.81,3.78,3.63,3.70,3.63,4.63,3.37,3.78
Fall,2016,JUAN SCHAFFER,MSC,21112,CALCULUS II,1,Lect,3,7,43%,7.00,3.67,3.00,2.67,3.33,3.67,3.33,3.33,3.00,3.67
Fall,2016,RUSSELL WALKER,MSC,21120,DIFFERENTIAL INT CAL,1,Lect,80,141,57%,8.63,3.97,4.01,3.94,3.53,3.78,3.75,4.41,3.68,3.73
Fall,2016,RUSSELL WALKER,MSC,21120,DIFFERENTIAL INT CAL,2,Lect,68,141,48%,7.51,4.13,4.34,4.33,3.91,4.13,4.27,4.49,4.18,4.18
Fall,2016,NOEL WALKINGTON,MSC,21120,DIFFERENTIAL INT CAL,3,Lect,44,81,54%,7.16,3.16,2.66,2.75,2.30,3.23,2.48,3.73,2.32,2.48
Fall,2016,HASAN DEMIRKOPARAN,MSC,21120,DIFFERENTIAL INT CAL,W,Lect,6,11,55%,9.50,4.50,4.67,4.67,4.33,5.00,4.67,4.83,4.33,4.67
Fall,2016,GREGORY JOHNSON,MSC,21122,INTEGRTN & APPROX,1,Lect,73,111,66%,9.70,3.73,4.21,4.19,3.77,3.83,4.14,3.90,3.84,3.85
Fall,2016,GREGORY JOHNSON,MSC,21122,INTEGRTN & APPROX,2,Lect,49,99,49%,8.53,3.90,4.41,4.37,3.76,4.00,4.20,4.37,4.04,4.04
Fall,2016,MARION OLIVER,MSC,21122,INTEGRTN & APPROX,W,Lect,9,12,75%,11.50,4.33,4.44,4.22,3.78,3.89,3.89,4.44,3.89,3.67
Fall,2016,IRINA GHEORGHICIUC,MSC,21127,CONCEPTS OF MATHMTCS,1,Lect,49,99,49%,13.79,4.35,4.44,4.46,4.29,4.33,4.63,4.38,4.56,4.35
Fall,2016,IRINA GHEORGHICIUC,MSC,21127,CONCEPTS OF MATHMTCS,2,Lect,53,101,52%,11.88,4.45,4.25,4.13,3.98,4.23,4.30,4.26,4.25,4.06
Fall,2016,ZELEALEM YILMA,MSC,21127,CONCEPTS OF MATHMTCS,W,Lect,16,21,76%,10.63,4.31,4.38,4.38,3.63,4.31,4.31,4.50,4.19,4.31
Fall,2016,JOHN MACKEY,MSC,21128,MTH CONCPTS & PROOFS,1,Lect,61,87,70%,11.41,4.90,4.85,4.84,4.75,4.95,4.90,4.92,4.87,4.80
Fall,2016,MARY RADCLIFFE,MSC,21228,DISCRETE MATH,1,Lect,17,35,49%,8.94,4.47,4.35,4.29,3.65,4.29,4.53,4.82,4.53,4.24
Fall,2016,IAN TICE,MSC,21235,MATHMTCL STDS ANALYS,A,Lect,12,14,86%,11.00,4.92,4.83,4.67,4.67,4.83,4.92,4.92,4.92,4.92
Fall,2016,BORIS BUKH,MSC,21237,MATHMTL STDS ALG I,A,Lect,11,17,65%,10.45,4.91,4.64,4.73,4.82,4.73,4.82,4.91,4.73,4.82
Fall,2016,ADAM GUTTER,MSC,21240,MATRIX ALGBA APPLC,1,Lect,33,54,61%,8.38,3.82,3.52,3.67,3.24,3.52,3.15,3.59,2.82,2.91
Fall,2016,DANIELA MIHAI,MSC,21241,MATRC & LINR TRNSF,1,Lect,46,73,63%,9.20,4.41,4.26,4.26,4.17,3.96,4.22,4.67,4.15,4.04
Fall,2016,DANIELA MIHAI,MSC,21241,MATRC & LINR TRNSF,2,Lect,20,51,39%,9.05,4.30,4.40,4.25,3.95,4.15,4.10,4.55,4.05,4.10
Fall,2016,LAURENT GILLES DIETRICH,MSC,21241,MATRC & LINR TRNSF,3,Lect,30,52,58%,8.14,4.17,4.10,3.93,3.63,3.77,3.72,4.70,3.70,3.70
Fall,2016,JAMES CUMMINGS,MSC,21241,MATRC & LINR TRNSF,4,Lect,29,41,71%,8.64,4.17,4.07,4.00,3.71,4.00,3.89,4.57,3.93,4.00
Fall,2016,JANUSZ GINSTER,MSC,21241,MATRC & LINR TRNSF,5,Lect,26,36,72%,9.42,4.36,4.16,4.00,3.88,3.96,4.04,4.72,3.88,3.80
Fall,2016,ZELEALEM YILMA,MSC,21241,MATRC & LINR TRNSF,W,Lect,17,24,71%,9.41,4.12,3.94,3.82,3.59,3.88,4.19,4.69,4.06,3.94
Fall,2016,AGOSTON PISZTORA,MSC,21242,MATRIX THEORY,1,Lect,17,22,77%,9.76,4.53,4.59,4.65,4.18,4.59,4.59,4.82,4.71,4.71
Fall,2016,AGOSTON PISZTORA,MSC,21242,MATRIX THEORY,2,Lect,18,22,82%,8.50,4.50,4.11,4.44,4.00,4.67,4.56,4.67,4.50,4.39
Fall,2016,DANIEL RODRIGUEZ VANEGAS,MSC,21256,MULTIVARIATE ANALYS,1,Lect,65,136,48%,9.31,4.05,3.91,3.80,3.62,3.65,3.56,4.34,3.62,3.72
Fall,2016,NIRAJ KHARE,MSC,21256,MULTIVARIATE ANALYS,W,Lect,23,42,55%,13.83,4.39,4.26,4.17,3.96,4.43,4.39,4.39,4.39,4.09
Fall,2016,ADAM GUTTER,MSC,21257,MODL METH OPTIMIZATN,1,Lect,46,74,62%,9.18,4.04,3.37,3.70,3.43,3.69,3.39,3.65,3.07,3.28
Fall,2016,TIMOTHY FLAHERTY,MSC,21259,CALCULUS IN 3-D,1,Lect,91,135,67%,9.31,3.58,3.76,3.71,3.14,3.54,3.54,3.91,3.21,3.34
Fall,2016,TIMOTHY FLAHERTY,MSC,21259,CALCULUS IN 3-D,2,Lect,79,130,61%,9.64,3.92,3.94,3.87,3.26,3.84,3.58,4.18,3.55,3.51
Fall,2016,TIMOTHY FLAHERTY,MSC,21259,CALCULUS IN 3-D,3,Lect,66,116,57%,9.82,3.65,3.71,3.71,3.15,3.73,3.55,3.73,3.35,3.39
Fall,2016,XIAOQIAN XU,MSC,21260,DIFFRENTL EQUATIONS,1,Lect,46,60,77%,10.04,4.00,3.63,3.43,3.33,3.52,3.41,4.26,3.30,3.33
Fall,2016,DAVID HANDRON,MSC,21260,DIFFRENTL EQUATIONS,2,Lect,44,76,58%,9.16,4.30,4.14,3.84,3.70,3.95,4.00,4.57,4.00,3.80
Fall,2016,JACK SCHAEFFER,MSC,21268,MULTIDIMNSL CALCULUS,1,Lect,6,12,50%,7.50,5.00,4.83,4.60,4.67,4.83,4.83,4.83,5.00,4.83
